,word_ru,value
1396,ублюдок,-4
1397,все,-3
1398,трахал,-4
1399,гребаный,-4
1400,выполнить,2
1401,выполнено,2
1402,исполнение,2
1403,выполняет,2
1404,дымящийся,-2
1405,веселье,4
1406,похороны,-1
1407,похороны,-1
1408,напуганный,2
1409,смешнее,4
1410,веселая,4
1411,яростный,-3
1412,бесполезен,-2
1413,кляп,-2
1414,с кляпом во рту,-2
1415,прирост,2
1416,получил,2
1417,получение,2
1418,прибыль,2
1419,галантный,3
1420,галантно,3
1421,галантность,3
1422,изменяющий правила игры,3
1423,мусор,-1
1424,жемчужина,3
1425,щедрый,2
1426,щедро,2
1427,гениальный,3
1428,ужасный,-2
1429,призрак,-1
1430,головокружительный,-2
1431,подарок,2
1432,довольный,3
1433,гламурный,3
1434,гламурный,3
1435,ликование,3
1436,радостный,3
1437,мрак,-1
1438,хмурый,-2
1439,славный,2
1440,слава,2
1441,угрюмый,-2
1442,Бог,1
1443,проклятый,-3
1444,находка,4
1445,золото,2
1446,хороший,3
1447,хорошо выглядит,3
1448,доброе утро,1
1449,доброта,3
1450,доброжелательность,3
1451,глупость,-2
1452,тупой,-2
1453,благодать,1
1454,изящный,2
1455,милостивый,3
1456,великий,3
1457,даровать,1
1458,предоставляется,1
1459,предоставление,1
1460,гранты,1
1461,благодарный,3
1462,удовлетворение,2
1463,могила,-2
1464,серый,-1
1465,ужасный,-2
1466,супер,3
1467,здорово,3
1468,больше,3
1469,величайший,3
1470,жадность,-3
1471,жадный,-2
1472,зеленая стирка,-3
1473,зеленая стирка,-3
1474,гринвош,-3
1475,овощерезка,-3
1476,зеленщики,-3
1477,гринвошинг,-3
1478,приветствовать,1
1479,приветствовал,1
1480,приветствие,1
1481,Привет,2
1482,приветствует,1
1483,серый,-1
1484,горе,-2
1485,опечаленный,-2
1486,мрачный,-2
1487,захватывающий,2
1488,стон,-2
1489,простонал,-2
1490,стон,-2
1491,стоны,-2
1492,валовой,-2
1493,растущий,1
1494,рост,2
1495,рост,2
1496,ужасный,-3
1497,гарантия,1
1498,вина,-3
1499,виновный,-3
1500,легковерность,-2
1501,легковерный,-2
1502,пистолет,-1
1503,у него есть,2
1504,взломанный,-1
1505,ха-ха,3
1506,хахаха,3
1507,хахаха,3
1508,град,2
1509,приветствовал,2
1510,аллилуйя,3
1511,подобранный,1
1512,красивый,3
1513,несчастный,-2
1514,несчастье,-2
1515,самый счастливый,3
1516,счастье,3
1517,счастливый,3
1518,беспокоить,-3
1519,преследовать,-3
1520,беспокоит,-3
1521,беспокоящий,-3
1522,домогательство,-3
1523,жесткий,-1
1524,выносливее,2
1525,невзгоды,-2
1526,выносливый,2
1527,вред,-2
1528,пострадал,-2
1529,вредный,-2
1530,причинение вреда,-2
1531,гармония,2
1532,гармоничный,2
1533,гармонично,2
1534,вредит,-2
1535,измученный,-2
1536,жесткий,-2
1537,суровее,-2
1538,самый суровый,-2
1539,резко,-2
1540,ненавидеть,-3
1541,ненавидел,-3
1542,ненавистник,-3
1543,ненавистники,-3
1544,ненавидит,-3
1545,ненавидеть,-3
1546,ненависть,-3
1547,преследовать,-1
1548,преследуемый,-2
1549,преследующий,1
1550,преследует,-1
1551,опустошение,-2
1552,опасный,-3
1553,Головная боль,-2
1554,здоровый,2
1555,душераздирающий,-3
1556,убитый горем,-3
1557,душевный,3
1558,бессердечный,-2
1559,трогательный,3
1560,небеса,2
1561,небесный,4
1562,тяжеловесный,-2
1563,хе-хе,2
1564,ад,-4
1565,адский,-2
1566,помощь,2
1567,полезный,2
1568,помогая,2
1569,беспомощный,-2
1570,помогает,2
1571,герой,2
1572,герои,2
1573,героический,3
1574,нерешительный,-2
1575,колебаться,-2
1576,спрятался,-1
1577,Спрятать,-1
1578,отвратительный,-3
1579,прячется,-1
1580,прячется,-1
1581,выделять,2
1582,веселый,2
1583,мешать,-2
1584,помеха,-2
1585,фальсификация,-2
1586,пустой,-1
1587,бездомный,-2
1588,тоска по дому,-2
1589,убийство,-2
1590,убийства,-2
1591,честный,2
1592,честь,2
1593,заслуженный,2
1594,почитая,2
1595,честь,2
1596,заслуженный,2
1597,почитая,2
1598,хулиган,-2
1599,хулиганство,-2
1600,хулиганы,-2
1601,надеяться,2
1602,обнадеживающий,2
1603,с надеждой,2
1604,безнадежный,-2
1605,безнадежность,-2
1606,надеется,2
1607,надеясь,2
1608,ужасающий,-3
1609,ужасный,-3
1610,какой ужас,-3
1611,ужасающий,-3
1612,в ужасе,-3
1613,госпитализирован,-2
1614,враждебный,-2
1615,барыга,-2
1616,обнимать,2
1617,огромный,1
1618,объятия,2
1619,гуманный,2
1620,скромный,1
1621,обман,-2
1622,многочисленный,3
1623,униженный,-3
1624,унижение,-3
1625,юмор,2
1626,юмористический,2
1627,юмор,2
1628,юмористический,2
1629,голод,-2
1630,Ура,5
1631,повредить,-2
1632,больно,-2
1633,болит,-2
1634,лицемерный,-2
1635,истерия,-3
1636,истеричный,-3
1637,истерика,-3
1638,неприятный,-3
1639,идиотизм,-3
1640,идиот,-3
1641,идиотский,-3
1642,невежество,-2
1643,невежественный,-2
1644,игнорировать,-1
1645,игнорируется,-2
1646,игнорирует,-1
1647,больной,-2
1648,злополучный,-2
1649,незаконный,-3
1650,незаконно,-3
1651,незаконнорожденный,-3
1652,неграмотность,-2
1653,болезнь,-2
1654,болезни,-2
1655,нелогичный,-2
1656,образный,2
1657,слабоумный,-3
1658,обездвижен,-1
1659,бессмертный,2
1660,невосприимчивый,1
1661,ухудшать,-2
1662,ослабленный,-2
1663,ухудшение,-2
1664,обесценение,-2
1665,ухудшает,-2
1666,нетерпеливый,-2
1667,импичмент,-3
1668,импичмент,-3
1669,препятствовать,-2
1670,затрудненный,-2
1671,мешает,-2
1672,препятствие,-2
1673,препятствующий,-2
1674,несовершенный,-2
1675,важность,2
1676,важный,2
1677,навязывать,-1
1678,навязанный,-1
1679,навязывает,-1
1680,внушительный,-1
1681,самозванец,-2
1682,импотент,-2
1683,произвести впечатление,3
1684,впечатленный,3
1685,впечатляет,3
1686,впечатляющий,3
1687,заключен в тюрьму,-2
1688,лишение свободы,-2
1689,неподходящий,-2
1690,неправильно,-2
1691,улучшать,2
1692,улучшен,2
1693,улучшение,2
1694,улучшается,2
1695,улучшение,2
1696,неспособность,-2
1697,в действии,-2
1698,неадекватный,-2
1699,нечаянно,-2
1700,неприличный,-2
1701,неспособный,-2
1702,недееспособный,-2
1703,выводит из строя,-2
1704,выводящий из строя,-2
1705,ладан,-2
1706,возмущенный,-2
1707,благовония,-2
1708,поджигание,-2
1709,бессвязный,-2
1710,некомпетентность,-2
1711,некомпетентный,-2
1712,неполный,-1
1713,непонятный,-2
1714,невнимательный,-2
1715,неудобство,-2
1716,неудобно,-2
1717,увеличивать,1
1718,выросла,1
1719,нерешительный,-2
1720,нерушимый,2
1721,обвиненный,-2
1722,равнодушие,-2
1723,в различных,-2
1724,возмущенный,-2
1725,возмущение,-2
1726,внушать,-2
1727,внушенный,-2
1728,внушает,-2
1729,внушающий,-2
1730,несъедобный,-2
1731,неумолимый,-3
1732,непростительный,-3
1733,неэффективный,-2
1734,неэффективно,-2
1735,безрезультатный,-2
1736,неэффективность,-2
1737,неэффективный,-2
1738,неэффективно,-2
1739,неумелый,-2
1740,неумелость,-2
1741,инфантильный,-2
1742,инфантилизированный,-2
1743,увлеченный,2
1744,увлечение,2
1745,заразить,-2
1746,зараженный,-2
1747,заражение,-2
1748,инфекция,-2
1749,инфекции,-2
1750,заразный,-2
1751,заражает,-2
1752,низший,-2
1753,заражать,-2
1754,зараженный,-2
1755,заражение,-2
1756,инвазии,-2
1757,воспаленный,-2
1758,нанести,-2
1759,нанесенный,-2
1760,причинение,-2
1761,наносит,-2
1762,влиятельный,2
1763,нарушать,-2
1764,нарушенный,-2
1765,нарушающий,-2
1766,нарушения,-2
1767,нарушение,-2
1768,бесить,-2
1769,разъяренный,-2
1770,бесит,-2
1771,бесить,-2
1772,подавлять,-1
1773,бесчеловечный,-2
1774,раненый,-2
1775,травмы,-2
1776,"травма, повреждение",-2
1777,несправедливость,-2
1778,вводить новшества,1
1779,вводит новшества,1
1780,инновации,1
1781,новаторский,2
1782,бездействующий,-2
1783,инквизиция,-2
1784,любознательный,2
1785,безумный,-2
1786,безумие,-2
1787,ненадежный,-2
1788,нечувствительный,-2
1789,нечувствительность,-2
1790,незначительный,-2
1791,безвкусный,-2
1792,несостоятельный,-2
1793,бессонница,-2
1794,вдохновение,2
1795,вдохновляющий,2
1796,вдохновлять,2
1797,вдохновленный,2
1798,вдохновляет,2
1799,вдохновляющий,3
1800,недостаточность,-2
1801,недостаточный,-2
1802,недостаточно,-2
1803,оскорблять,-2
1804,оскорблен,-2
1805,оскорбительный,-2
1806,оскорбления,-2
1807,нетронутый,2
1808,честность,2
1809,разумный,2
1810,интенсивный,1
1811,интерес,1
1812,заинтересованный,2
1813,интересный,2
1814,интересы,1
1815,допросили,-2
1816,прерывать,-2
1817,прерванный,-2
1818,прерывая,-2
1819,прерывание,-2
1820,прерывает,-2
1821,близость,2
1822,запугать,-2
1823,запуганный,-2
1824,запугивает,-2
1825,пугающий,-2
1826,запугивание,-2
1827,непримиримость,-2
1828,непримиримость,-2
1829,запутанный,2
1830,интриги,1
1831,вторжение,-1
1832,непобедимый,2
1833,приглашать,1
1834,приглашение,1
1835,неуязвимый,2
1836,разгневанный,-3
1837,ироничный,-1
1838,ирония,-1
1839,иррациональный,-1
1840,непоправимый,-2
1841,невоспроизводимый,-2
1842,неотразимый,2
1843,непреодолимо,2
1844,нерешительный,-2
1845,безответственный,-2
1846,безответственно,-2
1847,необратимый,-1
1848,безвозвратно,-1
1849,раздражать,-3
1850,раздраженный,-3
1851,раздражает,-3
1852,раздражающий,-3
1853,изолированные,-1
1854,зудящий,-2
1855,придурок,-4
1856,придурки,-4
1857,заключен в тюрьму,-2
1858,веселый,2
1859,ревнивый,-2
1860,ревность,-2
1861,опасность,-2
1862,придурок,-3
1863,Иисус,1
1864,драгоценность,1
1865,драгоценности,1
1866,шутливый,2
1867,присоединиться,1
1868,шутить,2
1869,шутки,2
1870,весёлый,2
1871,веселый,2
1872,радость,3
1873,радостный,3
1874,радостно,3
1875,безрадостный,-2
1876,радостный,3
1877,ликующий,3
1878,нервный,-1
1879,справедливость,2
1880,оправданно,2
1881,оправданный,2
1882,увлеченный,1
1883,откат,-3
1884,откаты,-3
1885,похищать,-2
1886,похищен,-2
1887,похищение,-2
1888,похищения,-2
1889,похищает,-2
1890,убийство,-3
1891,убит,-3
1892,убийство,-3
1893,убивает,-3
1894,Добрый,2
1895,Что-то вроде,0
1896,дети,2
1897,доброта,2
1898,целовать,2
1899,престиж,3
1900,недостаток,-2
1901,вялый,-2
1902,отставание,-1
1903,отставал,-2
1904,отставание,-2
1905,лаги,-2
1906,Хромой,-2
1907,ориентир,2
1908,истекать,-1
1909,истек,-1
1910,смех,1
1911,рассмеялся,1
1912,смеющийся,1
1913,смеется,1
1914,смех,1
1915,запущен,1
1916,Лоул,3
1917,иск,-2
1918,иски,-2
1919,ленивый,-1
1920,лидерство,1
1921,ведущий,2
1922,утечка,-1
1923,утечка,-1
1924,покинуть,-1
1925,законный,1
1926,законно,1
1927,снисходительный,1
1928,смертельный,-2
1929,летальность,-2
1930,вялый,-2
1931,вялость,-2
1932,лжец,-3
1933,лжецы,-3
1934,клеветнический,-2
1935,солгал,-2
1936,безжизненный,-1
1937,спасатель,4
1938,беззаботный,1
1939,симпатичный,2
1940,как,2
1941,симпатичный,2
1942,понравилось,2
1943,любители,2
1944,нравится,2
1945,симпатия,2
1946,ограничение,-1
1947,ограничено,-1
1948,пределы,-1
1949,судебные разбирательства,-1
1950,спорный,-2
1951,оживленный,2
1952,бледный,-2
1953,lmao,4
1954,lmfao,4
1955,ненавидеть,-3
1956,ненавидел,-3
1957,ненавидит,-3
1958,ненависть,-3
1959,отвратительный,-3
1960,лоббировал,-2
1961,лобби,-2
1962,лоббирование,-2
1963,лоббист,-2
1964,лоббисты,-2
1965,смешной,3
1966,лолол,4
1967,лололол,4
1968,лолололол,4
1969,"Одинокий, уединенный",-2
1970,одинокий,-2
1971,тоска,-1
1972,бездельничать,3
1973,ткацкий станок,-1
1974,маячил,-1
1975,надвигающийся,-1
1976,ткацкие станки,-1
1977,заморачиваться,3
1978,looool,3
1979,свободный,-3
1980,теряет,-3
1981,неудачник,-3
1982,проигрыш,-3
1983,потеря,-3
1984,убытки,-3
1985,потерянный,-3
1986,паршивый,-2
1987,милый,3
1988,любовь,3
1989,любил,3
1990,милые,3
1991,прекрасный,3
1992,любит,3
1993,любящий,2
1994,любящая доброта,3
1995,самый низкий,-1
1996,лояльный,3
1997,верность,3
1998,удача,3
1999,к счастью,3
2000,счастливый,3
2001,прибыльный,3
2002,смехотворен,-3
2003,мрачный,-2
2004,сумасшедший,-3
2005,лунатики,-3
2006,прятаться,-1
2007,скрывающийся,-1
2008,скрывается,-1
2009,роскошь,2
2010,жуткий,-2
2011,без ума,-3
2012,сводящий с ума,-3
2013,выдумал,-1
2014,безумно,-3
2015,безумие,-3
2016,великолепный,3
2017,дезадаптация,-2
2018,недоразвитие,-2
2019,жестокое обращение,-2
2020,обязательный,-1
2021,манипулируют,-1
2022,манипулирование,-1
2023,манипуляция,-1
2024,непредумышленное убийство,-3
2025,чудо,3
2026,чудесный,3
2027,чудеса,3
2028,шедевр,4
2029,шедевры,4
2030,иметь значение,1
2031,имеет значение,1
2032,зрелый,2
2033,значимый,2
2034,бессмысленный,-2
2035,медаль,3
2036,посредственность,-3
2037,медитативный,1
2038,меланхолия,-2
2039,памятный,1
2040,память,-2
2041,угроза,-2
2042,угрожаемый,-2
2043,угроза,-2
2044,милосердие,2
2045,веселый,3
2046,завораживающий,3
2047,беспорядок,-2
2048,испорченный,-2
2049,испортить,-2
2050,методический,2
2051,методично,2
2052,бессмысленный,-2
2053,чудо,4
2054,веселье,3
2055,веселый,3
2056,весело,3
2057,плохо себя вести,-2
2058,плохо себя вёл,-2
2059,плохо себя ведет,-2
2060,плохое поведение,-2
2061,неправильный брендинг,-3
2062,неверное использование,-2
2063,зло,-1
2064,озорства,-1
2065,неправильно классифицирован,-2
2066,неправильно классифицирует,-2
2067,неправильно классифицировать,-2
2068,проступок,-2
2069,проступок,-2
2070,проступок,-2
2071,проступки,-2
2072,убогий,-3
2073,жалко,-3
2074,нищета,-2
2075,осечка,-2
2076,несчастье,-2
2077,опасения,-2
2078,дезинформация,-2
2079,дезинформированный,-2
2080,неверно истолкованный,-2
2081,ввести в заблуждение,-3
2082,введенный в заблуждение,-3
2083,вводящий в заблуждение,-3
2084,вводит в заблуждение,-3
2085,неуместен,-2
2086,неуместный,-2
2087,неуместны,-2
2088,неправильное размещение,-2
2089,неправильная оценка,-3
2090,неправильно прочитал,-1
2091,неверный отчет,-2
2092,неправильно сообщенный,-2
2093,неверное сообщение,-2
2094,неверные отчеты,-2
2095,искажать,-2
2096,искажение фактов,-2
2097,искажения,-2
2098,искаженный,-2
2099,искажение,-2
2100,искажает,-2
2101,скучать,-2
2102,пропущенный,-2
2103,отсутствующий,-2
2104,ошибка,-2
2105,ошиблись,-2
2106,ошибки,-2
2107,ошибка,-2
2108,неправильно понять,-2
2109,недоразумение,-2
2110,неправильно понимает,-2
2111,неправильно понятый,-2
2112,злоупотребление,-2
2113,неправильно использованный,-2
2114,злоупотребления,-2
2115,злоупотребление,-2
2116,стон,-2
2117,стонал,-2
2118,стоны,-2
2119,стоны,-2
2120,насмехаться,-2
2121,издевался,-2
2122,насмешливый,-2
2123,издевается,-2
2124,модернизировать,2
2125,модернизированный,2
2126,модернизирует,2
2127,модернизация,2
2128,торгашество,-2
2129,монополизировать,-2
2130,монополизированный,-2
2131,монополизирует,-2
2132,монополизация,-2
2133,монотонный,-1
2134,капризный,-1
2135,хандрить,-1
2136,хандрить,-1
2137,придурок,-3
2138,ублюдок,-5
2139,мать твою,-5
2140,мотивировать,1
2141,мотивированный,2
2142,мотивирующий,2
2143,мотивация,1
2144,оплакивать,-2
2145,оплакивал,-2
2146,скорбный,-2
2147,траур,-2
2148,скорбит,-2
2149,мутный,-2
2150,шаловливый,-2
2151,убийство,-2
2152,убийца,-2
2153,убийство,-3
2154,убийственный,-3
2155,убийства,-2
2156,мутный,-2
2157,миф,-1
2158,n00b,-2
2159,наивный,-2
2160,нарциссизм,-2
2161,противный,-3
2162,естественный,1
2163,наивный,-2
2164,нуждающийся,-2
2165,отрицательный,-2
2166,негатив,-2
2167,пренебрегать,-2
2168,заброшенный,-2
2169,пренебрегая,-2
2170,пренебрегает,-2
2171,нервы,-1
2172,нервный,-2
2173,нервно,-2
2174,отлично,3
2175,изящный,2
2176,ниггеры,-5
2177,негр,-5
2178,нет,-1
2179,не весело,-3
2180,благородный,2
2181,благороднейший,2
2182,шумный,-1
2183,не утвержденный,-2
2184,ерунда,-2
2185,нуб,-2
2186,любопытный,-2
2187,не хорошо,-2
2188,не работает,-3
2189,примечательный,2
2190,заметный,2
2191,пресловутый,-2
2192,Роман,2
2193,онемевший,-1
2194,воспитание,2
2195,орехи,-3
2196,стереть,-2
2197,стертый,-2
2198,противный,-3
2199,непристойный,-2
2200,непристойность,-2
2201,одержимый,2
2202,устаревший,-2
2203,препятствие,-2
2204,препятствия,-2
2205,упрямый,-2
2206,препятствовать,-2
2207,заблокирован,-2
2208,препятствие,-2
2209,препятствие,-2
2210,препятствует,-2
2211,странный,-2
2212,преступление,-2
2213,правонарушения,-2
2214,обидеть,-2
2215,обиженный,-2
2216,преступник,-2
2217,оскорбление,-2
2218,оскорбляет,-2
2219,преступление,-2
2220,правонарушения,-2
2221,наступление,-2
2222,обидно,-2
2223,не в сети,-1
2224,ок,2
2225,зловещий,3
2226,раз в жизни,3
2227,ой,-2
2228,возможности,2
2229,возможность,2
2230,угнетенный,-2
2231,угнетение,-2
2232,угнетения,-2
2233,гнетущий,-2
2234,оптимизм,2
2235,оптимистичный,2
2236,необязательный,-2
2237,подвергать остракизму,-2
2238,подвергнутый остракизму,-2
2239,подвергает остракизму,-2
2240,ой,-2
2241,отключение,-2
2242,перебои,-2
2243,вспышка,-2
2244,вспышки,-2
2245,крик,-2
2246,перехитрил,-2
2247,в меньшинстве,-2
2248,возмущение,-3
2249,возмущен,-3
2250,возмутительный,-3
2251,информационно-пропагандистская деятельность,2
2252,выдающийся,5
2253,в восторге,4
2254,перегрузка,-1
2255,пропущенный,-1
2256,чрезмерно защищающий,-2
2257,захватить,-2
2258,остро реагировать,-2
2259,остро отреагировал,-2
2260,остро реагирующий,-2
2261,чрезмерная реакция,-2
2262,остро реагирует,-2
2263,перепродавать,-2
2264,перепродажа,-2
2265,перепродажа,-2
2266,надзор,-1
2267,чрезмерное упрощение,-2
2268,упрощенный,-2
2269,упрощает,-2
2270,упрощать,-2
2271,перепроданный,-2
2272,преувеличение,-2
2273,преувеличения,-2
2274,лишний вес,-1
2275,перегруженный,-3
2276,оксюморон,-1
2277,боль,-2
2278,больно,-2
2279,болезненный,-2
2280,паника,-3
2281,в панике,-3
2282,паника,-3
2283,рай,3
2284,парадокс,-1
2285,прощение,2
2286,помилован,2
2287,прощение,2
2288,прощения,2
2289,переговоры,-1
2290,страсть,1
2291,страстный,2
2292,пассивный,-1
2293,пассивно,-1
2294,жалкий,-2
2295,платить,-1
2296,мир,2
2297,мирный,2
2298,мирно,2
2299,наказывать,-2
2300,наказан,-2
2301,наказывает,-2
2302,наказание,-2
2303,штраф,-2
2304,задумчивый,-1
2305,Отлично,3
2306,усовершенствованный,2
2307,совершенство,3
2308,прекрасно,3
2309,совершенствует,2
2310,опасность,-2
2311,лжесвидетельство,-3
2312,совершенный,-2
2313,преступник,-2
2314,преступники,-2
2315,озадаченный,-2
2316,преследовать,-2
2317,преследуемый,-2
2318,преследует,-2
2319,преследование,-2
2320,встревоженный,-2
2321,извращенец,-3
2322,надоедливый,-2
2323,пессимизм,-2
2324,пессимистичный,-2
2325,окаменел,-2
2326,благотворительность,2
2327,фобия,-2
2328,живописный,2
2329,скопление,-1
2330,грабеж,-2
2331,досада,-2
2332,задетый,-2
2333,ссать,-4
2334,злой,-4
2335,писает,-3
2336,жалкий,-2
2337,жалкий,-1
2338,жалость,-2
2339,чума,-3
2340,измученный,-3
2341,язвы,-3
2342,мучить,-3
2343,игривый,2
2344,приятный,3
2345,пожалуйста,1
2346,довольный,3
2347,приятный,3
2348,удовольствие,3
2349,тяжеловесный,-2
2350,пронзительный,2
2351,бессмысленно,-2
2352,уравновешенный,-2
2353,яд,-2
2354,отравлен,-2
2355,яды,-2
2356,отполированный,2
2357,вежливый,2
2358,вежливость,2
2359,загрязнитель,-2
2360,загрязнять,-2
2361,загрязненный,-2
2362,загрязнитель,-2
2363,загрязнители,-2
2364,загрязняет,-2
2365,загрязнение,-2
2366,бедные,-2
2367,беднее,-2
2368,беднейший,-2
2369,плохо,-2
2370,популярный,3
2371,популярность,3
2372,положительный,2
2373,положительно,2
2374,притяжательный падеж,-2
2375,Посттравматический,-2
2376,откладывать,-1
2377,перенесенный,-1
2378,откладывает,-1
2379,откладывание,-1
2380,бедность,-1
2381,мощный,2
2382,бессильный,-2
2383,хвалить,3
2384,похвалил,3
2385,хвалит,3
2386,хвалят,3
2387,молиться,1
2388,молиться,1
2389,молится,1
2390,прблм,-2
2391,prblms,-2
2392,хищный,-2
2393,готовый,1
2394,давление,-1
2395,давление,-2
2396,притворяться,-1
2397,притворяться,-1
2398,притворяется,-1
2399,красивая,1
2400,не допустить,-1
2401,предотвратил,-1
2402,предотвращение,-1
2403,предотвращает,-1
2404,уколоть,-5
2405,тюрьма,-2
2406,пленник,-2
2407,заключенные,-2
2408,привилегированный,2
2409,активный,2
2410,проблема,-2
2411,проблемы,-2
2412,выгода,2
2413,прибыльный,2
2414,воспользоваться,-2
2415,прибыль,2
2416,прогресс,2
2417,запретить,-1
2418,запрещает,-1
2419,видный,2
2420,обещать,1
2421,обещал,1
2422,обещания,1
2423,продвигать,1
2424,продвинутый,1
2425,продвигает,1
2426,продвижение,1
2427,быстро,1
2428,пропаганда,-2
2429,преследовать,-1
2430,преследуется по суду,-2
2431,преследует,-1
2432,судебное преследование,-1
2433,перспектива,1
2434,перспективы,1
2435,процветание,3
2436,процветающий,3
2437,защищать,1
2438,защищенный,1
2439,защищает,1
2440,протест,-2
2441,протестующие,-2
2442,протестующий,-2
2443,протесты,-2
2444,гордый,2
2445,гордо,2
2446,провоцировать,-1
2447,спровоцированный,-1
2448,провоцирует,-1
2449,провоцирующий,-1
2450,благоразумие,2
2451,лженаука,-3
2452,психопатический,-2
2453,наказывать,-2
2454,наказан,-2
2455,наказывает,-2
2456,наказание,-2
2457,карательный,-2
2458,чистый,1
2459,чистейший,1
2460,целеустремленный,2
2461,напористый,-1
2462,озадачен,-2
2463,дрожь,-2
2464,качества,2
2465,качество,2
2466,сомнительный,-2
2467,под сомнение,-1
2468,допрос,-1
2469,расизм,-3
2470,расист,-3
2471,расисты,-3
2472,ярость,-2
2473,гневный,-2
2474,дождливый,-1
2475,разглагольствовать,-3
2476,скряга,-3
2477,скандалисты,-3
2478,разглагольствования,-3
2479,изнасилование,-4
2480,изнасилован,-4
2481,насильник,-4
2482,восторг,2
2483,восхищен,2
2484,восторги,2
2485,восторженный,4
2486,сыпь,-2
2487,ратифицирован,2
2488,достигать,1
2489,достиг,1
2490,достигает,1
2491,достигая,1
2492,успокаивать,1
2493,успокоенный,1
2494,успокаивает,1
2495,обнадеживающий,2
2496,бунтарь,-2
2497,бунт,-2
2498,повстанцы,-2
2499,спад,-2
2500,безрассудный,-2
2501,признание,2
2502,рекомендую,2
2503,рекомендуемые,2
2504,рекомендует,2
2505,выкуплен,2
2506,уточнять,1
2507,изысканный,1
2508,уточняет,1
2509,освежающе,2
2510,мусор,-2
2511,отказалась,-2
2512,отказывается,-2
2513,отказ,-2
2514,сожалеть,-2
2515,прискорбный,-2
2516,сожалеет,-2
2517,пожалел,-2
2518,сожаление,-2
2519,царствующий,1
2520,отклонять,-1
2521,отклоненный,-1
2522,отвергая,-1
2523,отказ,-2
2524,отвергает,-1
2525,радоваться,4
2526,радовался,4
2527,радуется,4
2528,радуясь,4
2529,расслабленный,2
2530,безжалостный,-1
2531,надежность,2
2532,надежный,2
2533,надежно,2
2534,полагающийся,2
2535,облегчить,1
2536,с облегчением,2
2537,снимает,1
2538,облегчение,2
2539,смаковать,2
2540,замечательный,2
2541,угрызение совести,-2
2542,репеллент,-2
2543,ответ,-2
2544,последствия,-2
2545,выговор,-2
2546,выговор,-2
2547,выговор,-2
2548,выговоры,-2
2549,отпор,-1
2550,отброшен,-2
2551,отталкивающий,-2
2552,спасать,2
2553,спасенный,2
2554,спасает,2
2555,обиженный,-2
2556,в отставку,-1
2557,подал в отставку,-1
2558,уход в отставку,-1
2559,уходит в отставку,-1
2560,решительный,2
2561,разрешающая способность,2
2562,разрешить,2
2563,решено,2
2564,решает,2
2565,разрешение,2
2566,уважать,2
2567,уважаемый,2
2568,уважает,2
2569,обязанность,1
2570,ответственный,2
2571,отзывчивый,2
2572,успокаивающий,2
2573,беспокойный,-2
2574,восстановить,1
2575,восстановлен,1
2576,восстанавливает,1
2577,восстановление,1
2578,ограничивать,-2
2579,ограниченный,-2
2580,ограничение,-2
2581,ограничение,-2
2582,ограничительный,-1
2583,ограничивает,-2
2584,сохранил,-1
2585,тормозить,-2
2586,отсталый,-2
2587,спасаться бегством,-1
2588,жажда мести,-2
2589,мстительный,-2
2590,почитаемый,2
2591,возродить,2
2592,возрождает,2
2593,отвратительный,-2
2594,награда,2
2595,награжден,2
2596,награждение,2
2597,награды,2
2598,богатые,2
2599,богато,2
2600,нелепый,-3
2601,буровая установка,-1
2602,сфальсифицированный,-1
2603,правильное направление,3
2604,праведность,2
2605,законный,2
2606,по праву,2
2607,тщательный,3
2608,строго,3
2609,бунт,-2
2610,бунты,-2
2611,подниматься,1
2612,поднимается,1
2613,риск,-2
2614,риски,-2
2615,рискованно,-2
2616,захватывающий,3
2617,грабить,-2
2618,грабитель,-2
2619,одетый,-2
2620,облачение,-2
2621,грабит,-2
2622,крепкий,2
2623,rofl,4
2624,вертолет,4
2625,Roflmao,4
2626,романтика,2
2627,романтический,2
2628,романтично,2
2629,Роза,1
2630,ротфл,4
2631,Rotflmfao,4
2632,ротфлол,4
2633,сгнивший,-3
2634,грубый,-2
2635,разорение,-2
2636,разрушенный,-2
2637,разрушение,-2
2638,руины,-2
2639,саботаж,-2
2640,печальный,-2
2641,печалить,-2
2642,опечаленный,-2
2643,грустно,-2
2644,безопасно,1
2645,безопасно,1
2646,безопаснее,2
2647,безопасность,1
2648,выдающийся,1
2649,салют,2
2650,приветствовал,2
2651,салюты,2
2652,приветствуя,2
2653,спасение,2
2654,сочный,-1
2655,саркастический,-2
2656,удовлетворен,2
2657,саванга,-2
2658,Savanges,-2
2659,спасти,2
2660,сохранен,2
2661,сбережения,1
2662,мошенничество,-2
2663,мошенничество,-2
2664,скандал,-3
2665,скандальный,-3
2666,скандалы,-3
2667,козел отпущения,-2
2668,козлы отпущения,-2
2669,напугать,-2
2670,напугана,-2
2671,шрам,-2
2672,шрамы,-2
2673,страшный,-2
2674,скептический,-2
2675,ругать,-2
2676,совок,3
2677,презрение,-2
2678,презрительный,-2
2679,крик,-2
2680,кричал,-2
2681,кричать,-2
2682,крики,-2
2683,облажался,-2
2684,облажался,-3
2685,подонок,-3
2686,подонок,-4
2687,бесшовные,2
2688,плавно,2
2689,безопасный,2
2690,обеспечен,2
2691,обеспечивает,2
2692,подстрекательство,-2
2693,крамольный,-2
2694,соблазнил,-1
2695,самоуничижение,-2
2696,самоуверенный,2
2697,противоречивый,-2
2698,самообман,-2
